datetime,hour_of_day,supply_voltage,supply_current,battery_voltage,battery_current,temperature,is_anomaly
2024-01-02 01:00:00,1.0,33,1.2075,65.4716,2.4951,17.5203,0
2024-01-02 01:01:00,1.02,33,1.2228,65.2342,2.391,17.4932,0
2024-01-02 01:02:00,1.03,33,1.0283,65.4105,2.4649,17.2204,0
2024-01-02 01:03:00,1.05,33,1.0621,65.7615,2.4009,17.1312,0
2024-01-02 01:04:00,1.07,33,1.2926,65.6079,2.4506,17.7165,0
2024-01-02 01:05:00,1.08,33,1.1065,65.8582,2.4656,17.3296,0
2024-01-02 01:06:00,1.1,33,1.0588,65.158,2.4789,17.5658,0
2024-01-02 01:07:00,1.12,33,1.2672,65.6176,2.4665,17.1746,0
2024-01-02 01:08:00,1.13,33,1.0056,65.6171,2.4227,17.397,0
2024-01-02 01:09:00,1.15,33,1.0024,65.6069,2.4954,17.3502,0
2024-01-02 01:10:00,1.17,33,0.9765,66.084,2.4752,17.9132,0
2024-01-02 01:11:00,1.18,33,1.2422,66.0897,2.4354,17.505,0
2024-01-02 01:12:00,1.2,33,1.2859,64.9903,2.4028,17.1631,0
2024-01-02 01:13:00,1.22,33,1.1786,65.9626,2.4728,17.3018,0
2024-01-02 01:14:00,1.23,33,1.1496,65.6865,2.4801,17.7752,0
2024-01-02 01:15:00,1.25,33,1.1745,66.0298,2.3813,17.6013,0
2024-01-02 01:16:00,1.27,33,1.2403,65.2425,2.4982,17.8334,0
2024-01-02 01:17:00,1.28,33,1.24,66.954,2.4307,17.4429,0
2024-01-02 01:18:00,1.3,33,1.2996,65.4532,2.4853,17.582,0
2024-01-02 01:19:00,1.32,33,1.1985,65.2465,2.5402,17.3548,0
2024-01-02 01:20:00,1.33,33,1.3365,66.0832,2.4597,17.5207,0
2024-01-02 01:21:00,1.35,33,1.2289,66.2405,2.4389,17.5666,0
2024-01-02 01:22:00,1.37,33,1.2323,66.0526,2.4928,17.5444,0
2024-01-02 01:23:00,1.38,33,1.3235,66.966,2.4054,17.5611,0
2024-01-02 01:24:00,1.4,33,1.2217,66.1607,2.5014,17.5459,0
2024-01-02 01:25:00,1.42,33,1.2485,65.1372,2.3644,17.7014,0
2024-01-02 01:26:00,1.43,33,1.2684,65.9587,2.4265,17.5939,0
2024-01-02 01:27:00,1.45,33,1.2663,65.9013,2.4613,17.4641,0
2024-01-02 01:28:00,1.47,33,1.3293,66.1373,2.3737,17.4997,0
2024-01-02 01:29:00,1.48,33,1.447,65.6508,2.4192,17.4787,0
2024-01-02 01:30:00,1.5,33,1.2479,66.3984,2.4963,17.6937,0
2024-01-02 01:31:00,1.52,33,1.309,66.5131,2.4761,17.8594,0
2024-01-02 01:32:00,1.53,33,1.1903,65.7542,2.4422,17.6872,0
2024-01-02 01:33:00,1.55,33,1.437,66.3187,2.3706,17.7509,0
2024-01-02 01:34:00,1.57,33,1.3584,66.3679,2.4085,17.4033,0
2024-01-02 01:35:00,1.58,33,1.4178,66.3699,2.4241,17.378,0
2024-01-02 01:36:00,1.6,33,1.3659,66.6394,2.4258,17.6196,0
2024-01-02 01:37:00,1.62,33,1.4182,65.6904,2.4504,17.6214,0
2024-01-02 01:38:00,1.63,33,1.3074,66.5829,2.2931,17.7892,0
2024-01-02 01:39:00,1.65,33,1.3596,67.4887,2.3443,17.5973,0
2024-01-02 01:40:00,1.67,33,1.3688,66.1349,2.3905,17.9525,0
2024-01-02 01:41:00,1.68,33,1.3368,66.6549,2.3788,17.6967,0
2024-01-02 01:42:00,1.7,33,1.5721,66.0364,2.407,18.1129,0
2024-01-02 01:43:00,1.72,33,1.344,65.8749,2.3701,17.9074,0
2024-01-02 01:44:00,1.73,33,1.4407,66.4939,2.3608,17.5545,0
2024-01-02 01:45:00,1.75,33,1.2924,66.7624,2.403,17.7356,0
2024-01-02 01:46:00,1.77,33,1.4354,67.5657,2.4911,17.1981,0
2024-01-02 01:47:00,1.78,33,1.3923,67.5471,2.3886,17.6026,0
2024-01-02 01:48:00,1.8,33,1.6592,66.3333,2.4531,17.7992,0
2024-01-02 01:49:00,1.82,33,1.5581,67.2659,2.3192,17.6159,0
2024-01-02 01:50:00,1.83,33,1.581,66.9164,2.3637,17.9582,0
2024-01-02 01:51:00,1.85,33,1.497,66.7521,2.3879,17.6718,0
2024-01-02 01:52:00,1.87,33,1.4819,67.8286,2.3352,18.0304,0
2024-01-02 01:53:00,1.88,33,1.3131,66.2576,2.3578,17.8047,0
2024-01-02 01:54:00,1.9,33,1.5009,66.9964,2.403,17.8027,0
2024-01-02 01:55:00,1.92,33,1.4369,66.2211,2.332,17.9887,0
2024-01-02 01:56:00,1.93,33,1.4584,67.2938,2.3328,17.8822,0
2024-01-02 01:57:00,1.95,33,1.6407,66.6745,2.443,17.6732,0
2024-01-02 01:58:00,1.97,33,1.54,66.6238,2.4061,17.8958,0
2024-01-02 01:59:00,1.98,33,1.4262,67.9549,2.3725,18.2011,0
2024-01-02 02:00:00,2.0,33,1.3206,67.0034,2.3899,18.3157,0
2024-01-02 02:01:00,2.02,33,1.4755,67.087,2.4443,17.993,0
2024-01-02 02:02:00,2.03,33,1.4999,67.3675,2.2801,18.1488,0
2024-01-02 02:03:00,2.05,33,1.4112,67.453,2.3555,18.4446,0
2024-01-02 02:04:00,2.07,33,1.4967,66.6971,2.4869,18.1509,0
2024-01-02 02:05:00,2.08,33,1.7507,66.9956,2.4488,18.3511,0
2024-01-02 02:06:00,2.1,33,1.6868,67.1533,2.3996,18.4119,0
2024-01-02 02:07:00,2.12,33,1.5453,66.8424,2.4508,18.2807,0
2024-01-02 02:08:00,2.13,33,1.4133,67.2361,2.4137,18.2399,0
2024-01-02 02:09:00,2.15,33,1.5718,68.0378,2.3259,18.3096,0
2024-01-02 02:10:00,2.17,33,1.6716,67.6084,2.2746,18.4136,0
2024-01-02 02:11:00,2.18,33,1.6182,67.3239,2.2642,18.8398,0
2024-01-02 02:12:00,2.2,33,1.7664,67.694,2.378,18.2463,0
2024-01-02 02:13:00,2.22,33,1.5638,66.0184,2.3215,18.1553,0
2024-01-02 02:14:00,2.23,33,1.8691,68.2668,2.3605,18.1813,0
2024-01-02 02:15:00,2.25,33,1.6997,67.7813,2.2788,18.4183,0
2024-01-02 02:16:00,2.27,33,1.8581,66.8995,2.3062,18.0651,0
2024-01-02 02:17:00,2.28,33,1.7068,67.4771,2.3112,18.2768,0
2024-01-02 02:18:00,2.3,33,1.7904,67.667,2.2877,18.4982,0
2024-01-02 02:19:00,2.32,33,1.703,67.8221,2.3796,18.4847,0
2024-01-02 02:20:00,2.33,33,1.7388,68.4221,2.2961,18.8529,0
2024-01-02 02:21:00,2.35,33,1.6988,67.8322,2.4566,18.2835,0
2024-01-02 02:22:00,2.37,33,1.6943,68.8447,2.3388,18.6641,0
2024-01-02 02:23:00,2.38,33,1.8351,67.8893,2.3623,18.4791,0
2024-01-02 02:24:00,2.4,33,1.7544,67.9615,2.2883,18.7651,0
2024-01-02 02:25:00,2.42,33,1.7699,68.2022,2.2597,18.2531,0
2024-01-02 02:26:00,2.43,33,1.7739,68.2217,2.3026,18.21,0
2024-01-02 02:27:00,2.45,33,1.761,68.5168,2.2712,18.289,0
2024-01-02 02:28:00,2.47,33,1.7013,67.3039,2.2955,18.77,0
2024-01-02 02:29:00,2.48,33,1.8299,68.4353,2.3381,18.834,0
2024-01-02 02:30:00,2.5,33,2.0258,68.1162,2.395,17.720049783457338,1
2024-01-02 02:31:00,2.52,33,1.8433,66.7897,2.3061,18.529,0
2024-01-02 02:32:00,2.53,33,1.965,67.5845,2.3125,18.786,0
2024-01-02 02:33:00,2.55,33,1.8884,67.8994,2.2793,18.7246,0
2024-01-02 02:34:00,2.57,33,1.7056,67.6567,2.211,18.7262,0
2024-01-02 02:35:00,2.58,33,1.9583,67.3994,2.3516,18.9717,0
2024-01-02 02:36:00,2.6,33,1.93,69.1107,2.3311,18.508,0
2024-01-02 02:37:00,2.62,33,1.9531,67.4723,2.3238,18.8358,0
2024-01-02 02:38:00,2.63,33,1.9235,67.8591,2.1647,18.621,0
2024-01-02 02:39:00,2.65,33,1.7843,69.1204,2.2036,18.5614,0
2024-01-02 02:40:00,2.67,33,1.9722,67.6561,2.2311,19.0497,0
2024-01-02 02:41:00,2.68,33,1.6991,67.339,2.2324,18.7802,0
2024-01-02 02:42:00,2.7,33,1.9645,68.4062,2.2481,19.1041,0
2024-01-02 02:43:00,2.72,33,1.9978,68.4734,2.1913,18.8136,0
2024-01-02 02:44:00,2.73,33,1.8527,68.4274,2.2984,18.9759,0
2024-01-02 02:45:00,2.75,33,2.039,67.7058,2.2779,18.3644,0
2024-01-02 02:46:00,2.77,33,1.8827,69.5833,2.1839,18.8637,0
2024-01-02 02:47:00,2.78,33,2.1152,68.0604,2.253,18.9416,0
2024-01-02 02:48:00,2.8,33,1.9507,68.1316,2.2894,19.2191,0
2024-01-02 02:49:00,2.82,33,1.9621,68.6592,2.1185,19.0551,0
2024-01-02 02:50:00,2.83,33,2.1241,69.1247,2.1759,19.0338,0
2024-01-02 02:51:00,2.85,33,2.0674,68.6983,2.2895,19.0886,0
2024-01-02 02:52:00,2.87,33,2.0842,69.1461,2.2929,19.136,0
2024-01-02 02:53:00,2.88,33,2.0176,68.8486,2.235,18.9633,0
2024-01-02 02:54:00,2.9,33,2.1456,69.2353,2.2601,18.7161,0
2024-01-02 02:55:00,2.92,33,2.3765,69.3723,2.1887,19.0652,0
2024-01-02 02:56:00,2.93,33,2.205,69.3138,2.254,19.4513,0
2024-01-02 02:57:00,2.95,33,2.0925,69.2992,2.2548,19.5368,0
2024-01-02 02:58:00,2.97,33,1.9544,68.4392,2.1434,18.8817,0
2024-01-02 02:59:00,2.98,33,2.0414,68.9317,2.2185,19.318,0
2024-01-02 03:00:00,3.0,33,2.168,69.4945,2.1896,19.6181,0
2024-01-02 03:01:00,3.02,33,2.1931,69.4097,2.2024,19.1997,0
2024-01-02 03:02:00,3.03,33,2.2113,69.4147,2.2449,19.2476,0
2024-01-02 03:03:00,3.05,33,2.2675,69.906,2.1963,19.6873,0
2024-01-02 03:04:00,3.07,33,0.7015338083849147,70.2105,2.1712,19.5434,1
2024-01-02 03:05:00,3.08,33,2.2452,69.5676,2.1565,19.2303,0
2024-01-02 03:06:00,3.1,33,2.093,70.0523,2.1202,19.3496,0
2024-01-02 03:07:00,3.12,33,2.0564,69.8362,2.17,19.8702,0
2024-01-02 03:08:00,3.13,33,2.229,70.739,2.1535,19.5001,0
2024-01-02 03:09:00,3.15,33,2.3244,69.7044,2.2298,19.5106,0
2024-01-02 03:10:00,3.17,33,2.3457,69.8599,2.1354,19.4209,0
2024-01-02 03:11:00,3.18,33,2.2052,69.3109,2.1084,19.5253,0
2024-01-02 03:12:00,3.2,33,2.4471,69.6422,2.1318,19.4589,0
2024-01-02 03:13:00,3.22,33,2.0594,69.2309,2.1619,19.88,0
2024-01-02 03:14:00,3.23,33,2.2603,70.3937,2.2053,19.6365,0
2024-01-02 03:15:00,3.25,33,2.389,69.8411,2.1728,19.5312,0
2024-01-02 03:16:00,3.27,33,2.216,70.2453,2.1362,19.73,0
2024-01-02 03:17:00,3.28,33,2.3405,69.6382,2.1752,19.8102,0
2024-01-02 03:18:00,3.3,33,2.3393,70.4698,2.0811,19.9092,0
2024-01-02 03:19:00,3.32,33,2.4328,69.969,2.2285,20.2165,0
2024-01-02 03:20:00,3.33,33,2.576,71.0461,2.1469,19.395,0
2024-01-02 03:21:00,3.35,33,2.4079,70.2597,2.1462,19.7391,0
2024-01-02 03:22:00,3.37,33,2.3935,69.9178,2.1869,19.9331,0
2024-01-02 03:23:00,3.38,33,2.3682,71.038,2.2194,19.6736,0
2024-01-02 03:24:00,3.4,33,2.4803,70.3266,2.0585,19.9643,0
2024-01-02 03:25:00,3.42,33,2.6613,70.485,2.0845,20.0919,0
2024-01-02 03:26:00,3.43,33,2.5331,70.8827,2.1686,19.9867,0
2024-01-02 03:27:00,3.45,33,2.4225,69.486,2.1464,20.1534,0
2024-01-02 03:28:00,3.47,33,2.4772,70.8354,2.1629,19.9295,0
2024-01-02 03:29:00,3.48,33,2.4756,71.0676,2.165,20.1477,0
2024-01-02 03:30:00,3.5,33,2.5815,71.9185,2.0241,20.1856,0
2024-01-02 03:31:00,3.52,33,2.6001,70.3587,2.1334,20.0958,0
2024-01-02 03:32:00,3.53,33,2.6461,72.0975,2.185,20.464,0
2024-01-02 03:33:00,3.55,33,2.6539,71.8457,2.1521,20.194,0
2024-01-02 03:34:00,3.57,33,2.676,71.3681,2.0913,19.9672,0
2024-01-02 03:35:00,3.58,33,2.6628,71.212,2.0147,20.0535,0
2024-01-02 03:36:00,3.6,33,2.4825,71.2228,2.0331,20.4247,0
2024-01-02 03:37:00,3.62,33,2.6711,71.7436,2.0794,20.3587,0
2024-01-02 03:38:00,3.63,33,2.7066,71.7,2.0862,20.4935,0
2024-01-02 03:39:00,3.65,33,2.6187,71.3604,2.1146,20.2715,0
2024-01-02 03:40:00,3.67,33,2.4397,70.7443,2.2023,20.3566,0
2024-01-02 03:41:00,3.68,33,2.8589,71.3896,2.067,20.8158,0
2024-01-02 03:42:00,3.7,33,2.8073,71.8727,2.1985,20.4367,0
2024-01-02 03:43:00,3.72,33,2.6784,71.2387,2.1168,20.8277,0
2024-01-02 03:44:00,3.73,33,2.8471,71.5109,2.1023,20.4002,0
2024-01-02 03:45:00,3.75,33,2.8607,71.3769,2.181,20.2618,0
2024-01-02 03:46:00,3.77,33,2.7448,71.8319,2.0814,20.5556,0
2024-01-02 03:47:00,3.78,33,2.909,71.1414,2.0141,20.7134,0
2024-01-02 03:48:00,3.8,33,2.8957,72.4238,2.1318,20.9931,0
2024-01-02 03:49:00,3.82,33,2.8561,72.5994,2.0912,20.4721,0
2024-01-02 03:50:00,3.83,33,2.955,72.3187,2.0453,21.0369,0
2024-01-02 03:51:00,3.85,33,2.9786,71.3286,1.981,20.6639,0
2024-01-02 03:52:00,3.87,33,2.9601,71.4437,2.0349,20.8935,0
2024-01-02 03:53:00,3.88,33,2.945,71.8176,1.9259,20.6718,0
2024-01-02 03:54:00,3.9,33,2.9488,72.0149,1.9722,20.5841,0
2024-01-02 03:55:00,3.92,33,3.0127,71.8177,2.0519,20.4463,0
2024-01-02 03:56:00,3.93,33,3.0112,73.2965,2.0149,21.0488,0
2024-01-02 03:57:00,3.95,33,2.8354,71.7426,2.0186,21.0168,0
2024-01-02 03:58:00,3.97,33,2.9949,72.2575,1.9281,21.0664,0
2024-01-02 03:59:00,3.98,33,2.8043,73.2277,1.9544,21.2096,0
2024-01-02 04:00:00,4.0,33,2.9522,72.7273,1.9907,20.9802,0
2024-01-02 04:01:00,4.02,33,3.0468,72.8284,1.9636,20.9714,0
2024-01-02 04:02:00,4.03,33,3.1216,71.4665,1.9543,21.0234,0
2024-01-02 04:03:00,4.05,33,3.1638,73.2753,1.9471,20.7703,0
2024-01-02 04:04:00,4.07,33,3.1099,72.4711,2.0842,21.0365,0
2024-01-02 04:05:00,4.08,33,3.0511,72.8294,1.9385,21.619,0
2024-01-02 04:06:00,4.1,33,3.1369,73.7902,2.0471,21.137,0
2024-01-02 04:07:00,4.12,33,3.1082,73.1351,1.8957,21.2644,0
2024-01-02 04:08:00,4.13,33,2.9536,72.1051,1.9315,21.1077,0
2024-01-02 04:09:00,4.15,33,3.1334,73.4633,1.9912,21.4793,0
2024-01-02 04:10:00,4.17,33,3.1361,71.9295,2.0338,21.4396,0
2024-01-02 04:11:00,4.18,33,3.0162,74.0371,1.9488,21.3259,0
2024-01-02 04:12:00,4.2,33,3.2318,73.2151,1.931,21.0467,0
2024-01-02 04:13:00,4.22,33,3.2364,73.1765,1.9722,21.9147,0
2024-01-02 04:14:00,4.23,33,3.1248,72.5884,1.9344,21.4749,0
2024-01-02 04:15:00,4.25,33,3.3485,73.635,1.9154,21.1859,0
2024-01-02 04:16:00,4.27,33,3.2839,72.9794,1.9402,21.7057,0
2024-01-02 04:17:00,4.28,33,3.2757,73.9754,1.9919,21.4029,0
2024-01-02 04:18:00,4.3,33,3.4523,73.9165,1.9254,21.8626,0
2024-01-02 04:19:00,4.32,33,3.6128,73.8625,1.8949,21.4738,0
2024-01-02 04:20:00,4.33,33,3.4718,73.4799,1.886,21.6856,0
2024-01-02 04:21:00,4.35,33,3.2952,73.756,2.0147,21.6068,0
2024-01-02 04:22:00,4.37,33,3.3929,74.0346,1.933,21.542,0
2024-01-02 04:23:00,4.38,33,3.3894,73.6678,1.9615,21.5138,0
2024-01-02 04:24:00,4.4,33,3.5136,73.7955,1.9033,21.8734,0
2024-01-02 04:25:00,4.42,33,3.3018,74.1165,1.9418,21.7914,0
2024-01-02 04:26:00,4.43,33,3.3655,75.126,1.9138,21.8192,0
2024-01-02 04:27:00,4.45,33,3.3848,73.7392,1.8925,21.5563,0
2024-01-02 04:28:00,4.47,33,3.4427,74.9145,1.9135,22.0227,0
2024-01-02 04:29:00,4.48,33,3.4411,74.1174,1.8631,22.062,0
2024-01-02 04:30:00,4.5,33,3.3551,74.5112,1.8321,21.9977,0
2024-01-02 04:31:00,4.52,33,3.5883,74.2981,1.9136,21.5844,0
2024-01-02 04:32:00,4.53,33,3.5933,74.2788,1.8624,22.0331,0
2024-01-02 04:33:00,4.55,33,3.4963,74.0879,1.8377,21.9046,0
2024-01-02 04:34:00,4.57,33,3.6832,74.7885,1.8679,21.839,0
2024-01-02 04:35:00,4.58,33,3.5091,74.0217,1.8575,21.7861,0
2024-01-02 04:36:00,4.6,33,3.7128,74.7924,1.7817,22.0374,0
2024-01-02 04:37:00,4.62,33,3.4994,74.8969,1.8472,22.3479,0
2024-01-02 04:38:00,4.63,33,3.75,74.905,1.904,22.346,0
2024-01-02 04:39:00,4.65,33,3.6809,74.8491,1.8849,21.9207,0
2024-01-02 04:40:00,4.67,33,3.8854,75.5671,1.8793,22.2459,0
2024-01-02 04:41:00,4.68,33,3.6703,74.5713,1.8487,22.3693,0
2024-01-02 04:42:00,4.7,33,3.5798,75.0816,1.8645,22.1951,0
2024-01-02 04:43:00,4.72,33,3.5627,75.1634,1.8589,22.3375,0
2024-01-02 04:44:00,4.73,33,3.7993,74.638,1.8518,21.8153,0
2024-01-02 04:45:00,4.75,33,3.6995,75.3925,1.8675,22.3838,0
2024-01-02 04:46:00,4.77,33,3.7268,75.0402,1.8335,22.0874,0
2024-01-02 04:47:00,4.78,33,3.6228,75.8806,1.866,22.654,0
2024-01-02 04:48:00,4.8,33,3.8109,74.8223,1.8129,22.7172,0
2024-01-02 04:49:00,4.82,33,3.6648,74.9896,1.8829,22.8243,0
2024-01-02 04:50:00,4.83,33,3.7473,74.5977,1.8498,22.6226,0
2024-01-02 04:51:00,4.85,33,3.8186,75.6133,1.7838,22.5461,0
2024-01-02 04:52:00,4.87,33,3.9193,75.7003,1.7668,22.4089,0
2024-01-02 04:53:00,4.88,33,3.9415,75.5886,1.7585,22.6938,0
2024-01-02 04:54:00,4.9,33,3.7184,75.9999,1.7612,22.8817,0
2024-01-02 04:55:00,4.92,33,4.0076,75.2025,1.8161,22.5359,0
2024-01-02 04:56:00,4.93,33,4.0196,76.2889,1.7887,22.3603,0
2024-01-02 04:57:00,4.95,33,3.8602,76.0224,1.7404,22.4337,0
2024-01-02 04:58:00,4.97,33,3.7761,76.3197,1.7769,23.241,0
2024-01-02 04:59:00,4.98,33,3.9491,75.8286,1.7403,22.6758,0
2024-01-02 05:00:00,5.0,33,3.7622,77.0032,1.7279,23.0922,0
2024-01-02 05:01:00,5.02,33,3.999,76.2534,1.7524,22.9755,0
2024-01-02 05:02:00,5.03,33,4.0139,75.5544,1.6584,22.912,0
2024-01-02 05:03:00,5.05,33,4.1754,76.8907,1.7305,22.7653,0
2024-01-02 05:04:00,5.07,33,4.021,76.839,1.7681,22.7476,0
2024-01-02 05:05:00,5.08,33,3.9042,75.9144,1.7407,22.892,0
2024-01-02 05:06:00,5.1,33,4.0824,76.8035,1.7471,27.95139774059161,1
2024-01-02 05:07:00,5.12,33,3.9499,75.5526,1.7308,22.7397,0
2024-01-02 05:08:00,5.13,33,4.0251,76.8515,1.697,23.307,0
2024-01-02 05:09:00,5.15,33,4.173,76.1313,1.7276,23.0893,0
2024-01-02 05:10:00,5.17,33,4.2654,76.6162,1.7816,23.227,0
2024-01-02 05:11:00,5.18,33,4.1332,76.8877,1.6913,23.6983,0
2024-01-02 05:12:00,5.2,33,4.2182,77.5185,1.7389,23.6437,0
2024-01-02 05:13:00,5.22,33,4.1728,76.4353,1.7146,23.5871,0
2024-01-02 05:14:00,5.23,33,4.1746,77.395,1.6845,23.2313,1
2024-01-02 05:15:00,5.25,33,4.1826,76.6821,1.6742,23.2313,1
2024-01-02 05:16:00,5.27,33,4.3309,77.32,1.7362,23.2313,1
2024-01-02 05:17:00,5.28,33,4.2764,76.5003,1.7277,23.2313,1
2024-01-02 05:18:00,5.3,33,4.2445,77.4295,1.6663,23.2313,1
2024-01-02 05:19:00,5.32,33,4.4064,77.0059,1.6872,23.2313,1
2024-01-02 05:20:00,5.33,33,4.2803,77.0607,1.629,23.2313,1
2024-01-02 05:21:00,5.35,33,4.3296,77.4593,1.6673,23.2313,1
2024-01-02 05:22:00,5.37,33,4.2994,78.038,1.6259,23.5308,0
2024-01-02 05:23:00,5.38,33,4.3459,77.5115,1.7011,23.905,0
2024-01-02 05:24:00,5.4,33,4.6038,77.4523,1.6163,23.9207,0
2024-01-02 05:25:00,5.42,33,4.2306,78.2612,1.6056,23.7861,0
2024-01-02 05:26:00,5.43,33,4.4579,77.5404,1.6919,23.9187,0
2024-01-02 05:27:00,5.45,33,4.4279,77.5287,1.7002,23.7548,0
2024-01-02 05:28:00,5.47,33,4.2394,78.1322,1.6214,24.0241,0
2024-01-02 05:29:00,5.48,33,4.5325,78.1645,1.5261,23.9706,0
2024-01-02 05:30:00,5.5,33,4.4229,77.9611,1.6184,23.7672,0
2024-01-02 05:31:00,5.52,33,4.5884,78.7659,1.6481,24.0465,0
2024-01-02 05:32:00,5.53,33,4.3944,77.3776,1.6159,24.1383,0
2024-01-02 05:33:00,5.55,33,4.6941,78.587,1.5573,24.1375,0
2024-01-02 05:34:00,5.57,33,4.4471,77.7497,1.6798,24.2088,0
2024-01-02 05:35:00,5.58,33,4.4446,78.1764,1.6117,24.0989,0
2024-01-02 05:36:00,5.6,33,4.5823,78.8086,1.5298,23.6636,0
2024-01-02 05:37:00,5.62,33,4.4421,78.6899,1.5883,24.2953,0
2024-01-02 05:38:00,5.63,33,4.5701,79.4698,1.6436,24.1795,0
2024-01-02 05:39:00,5.65,33,4.6888,78.852,1.6427,24.5383,1
2024-01-02 05:40:00,5.67,33,4.7729,77.7901,1.588,24.5265,0
2024-01-02 05:41:00,5.68,33,4.8188,79.275,1.5603,24.4131,0
2024-01-02 05:42:00,5.7,33,4.5411,78.2593,1.5159,24.2268,0
2024-01-02 05:43:00,5.72,33,4.619,78.9315,1.649,24.3723,0
2024-01-02 05:44:00,5.73,33,4.7009,79.3663,1.5034,24.4814,0
2024-01-02 05:45:00,5.75,33,4.7042,78.8397,1.5027,24.1665,0
2024-01-02 05:46:00,5.77,33,4.8288,79.3139,1.5575,24.5026,0
2024-01-02 05:47:00,5.78,33,4.5817,78.5474,1.5176,24.3241,0
2024-01-02 05:48:00,5.8,33,4.73,78.9239,1.5679,24.4394,0
2024-01-02 05:49:00,5.82,33,4.9226,79.5612,1.5006,24.6487,0
2024-01-02 05:50:00,5.83,33,4.6936,79.6698,1.6069,24.5364,0
2024-01-02 05:51:00,5.85,33,4.8071,79.7584,1.4412,25.0353,0
2024-01-02 05:52:00,5.87,33,5.0477,79.7318,1.5965,24.4103,0
2024-01-02 05:53:00,5.88,33,4.9952,78.8012,1.5589,24.5434,0
2024-01-02 05:54:00,5.9,33,4.8554,80.0833,1.458,25.2209,0
2024-01-02 05:55:00,5.92,33,4.7336,79.5497,1.534,24.4694,0
2024-01-02 05:56:00,5.93,33,4.9329,79.4027,1.5459,25.0563,0
2024-01-02 05:57:00,5.95,33,4.8237,80.4071,1.5474,24.9088,0
2024-01-02 05:58:00,5.97,33,4.9294,79.0203,1.499,25.5934,0
2024-01-02 05:59:00,5.98,33,5.1706,80.1458,1.5462,24.8824,0
2024-01-02 06:00:00,6.0,33,4.9151,78.8354,1.6121,24.6,1
2024-01-02 06:01:00,6.02,33,4.978,80.1379,1.4967,24.6,1
2024-01-02 06:02:00,6.03,33,4.8974,80.8768,1.5182,24.6,1
2024-01-02 06:03:00,6.05,33,5.1443,80.3607,1.5032,24.6,1
2024-01-02 06:04:00,6.07,33,5.2566,80.4437,1.4772,24.6,1
2024-01-02 06:05:00,6.08,33,5.1056,79.6,1.4162,24.6,1
2024-01-02 06:06:00,6.1,33,5.2196,79.8069,1.5799,24.6,1
2024-01-02 06:07:00,6.12,33,5.0878,80.2277,1.5247,24.6,1
2024-01-02 06:08:00,6.13,33,5.2687,81.1536,1.501,24.6,1
2024-01-02 06:09:00,6.15,33,5.0903,80.1984,1.5352,24.6,1
2024-01-02 06:10:00,6.17,33,5.2381,80.9504,1.4659,25.3029,0
2024-01-02 06:11:00,6.18,33,5.2387,80.8502,1.3731,25.3826,0
2024-01-02 06:12:00,6.2,33,5.2264,80.5034,1.464,25.6374,0
2024-01-02 06:13:00,6.22,33,5.2645,80.7853,1.3701,25.5315,0
2024-01-02 06:14:00,6.23,33,5.1032,81.0172,1.4332,25.3012,0
2024-01-02 06:15:00,6.25,33,5.2588,81.007,1.4827,25.4426,0
2024-01-02 06:16:00,6.27,33,5.3047,80.8162,1.4004,25.4649,0
2024-01-02 06:17:00,6.28,33,5.433,80.6396,1.4477,25.3344,0
2024-01-02 06:18:00,6.3,33,5.3395,82.3849,1.5201,25.4722,0
2024-01-02 06:19:00,6.32,33,5.2091,80.7333,1.4433,25.6423,0
2024-01-02 06:20:00,6.33,33,5.3338,81.3695,1.4314,26.0204,0
2024-01-02 06:21:00,6.35,33,5.3055,81.6547,1.431,26.186,0
2024-01-02 06:22:00,6.37,33,5.4439,82.8988,1.44,25.7722,0
2024-01-02 06:23:00,6.38,33,5.2473,81.7634,1.4121,26.168,0
2024-01-02 06:24:00,6.4,33,5.3764,81.286,1.3641,26.1157,0
2024-01-02 06:25:00,6.42,33,5.4569,81.5532,1.344,25.9017,1
2024-01-02 06:26:00,6.43,33,5.4261,81.3994,1.3893,26.0434,0
2024-01-02 06:27:00,6.45,33,5.5077,81.8611,1.42,25.5433,0
2024-01-02 06:28:00,6.47,33,5.3961,82.6105,1.3926,26.0318,0
2024-01-02 06:29:00,6.48,33,5.51,81.0702,1.4188,25.8959,0
2024-01-02 06:30:00,6.5,33,5.5196,81.9812,1.3525,26.0232,0
2024-01-02 06:31:00,6.52,33,5.5534,82.2275,1.4622,25.9128,0
2024-01-02 06:32:00,6.53,33,5.56,81.7071,1.3134,25.9652,0
2024-01-02 06:33:00,6.55,33,5.7095,82.4765,1.3176,26.3947,0
2024-01-02 06:34:00,6.57,33,5.502,82.1789,1.3609,26.0729,0
2024-01-02 06:35:00,6.58,33,5.6991,81.9557,1.406,26.285,0
2024-01-02 06:36:00,6.6,33,5.6782,83.3306,1.2997,26.5223,0
2024-01-02 06:37:00,6.62,33,5.7955,82.2882,1.3195,26.0473,0
2024-01-02 06:38:00,6.63,33,5.9014,82.8128,1.4227,26.1349,0
2024-01-02 06:39:00,6.65,33,5.6369,82.3112,1.3666,26.2521,0
2024-01-02 06:40:00,6.67,33,5.7427,82.745,1.3245,26.8793,0
2024-01-02 06:41:00,6.68,33,5.799,82.367,1.3809,26.5613,0
2024-01-02 06:42:00,6.7,33,5.7605,82.6882,1.3191,26.2975,0
